epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
73,72432.4,1.13211,1.28419,1.24902,0.68164,0.52278,0.58134,0.42377,1.0267,1.10991,1.1697,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
74,73409.7,1.1275,1.27486,1.24878,0.68323,0.52226,0.58167,0.42365,1.02688,1.11271,1.17015,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
75,74382.4,1.12935,1.26858,1.24456,0.683,0.52095,0.58123,0.42347,1.02695,1.11548,1.17034,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
76,75361.2,1.12396,1.27344,1.24587,0.6819,0.52065,0.58078,0.42327,1.0268,1.11821,1.17041,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
77,76372.4,1.129,1.27138,1.2446,0.68503,0.51876,0.58083,0.42338,1.02689,1.12057,1.1705,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
78,77345.1,1.12503,1.27529,1.25027,0.68423,0.51705,0.58052,0.4231,1.02702,1.12318,1.17072,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
79,78316.9,1.12526,1.27125,1.24652,0.68458,0.51531,0.57995,0.42278,1.027,1.12558,1.17076,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
80,79288.6,1.12291,1.26494,1.24408,0.68321,0.51565,0.58034,0.42307,1.02678,1.12756,1.17075,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
81,80259.3,1.12165,1.26723,1.24463,0.68628,0.51395,0.58075,0.42332,1.02672,1.12943,1.17074,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
82,81229.2,1.12459,1.27214,1.24826,0.68497,0.51391,0.58074,0.42344,1.02614,1.13079,1.17044,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
83,82198.5,1.12347,1.26766,1.2432,0.68427,0.51471,0.58024,0.42334,1.02615,1.13256,1.17057,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
84,83167.5,1.12105,1.26254,1.24161,0.68361,0.5149,0.58079,0.42384,1.0258,1.13329,1.17029,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
85,84131.1,1.12207,1.26521,1.24296,0.68378,0.5151,0.58111,0.42412,1.02544,1.13395,1.17,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
86,85099.4,1.12476,1.25743,1.24332,0.68322,0.51577,0.58103,0.42461,1.02525,1.13496,1.1698,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
87,86068.6,1.11971,1.25799,1.24196,0.68449,0.51596,0.58153,0.4249,1.02486,1.13589,1.16927,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
88,87038.3,1.12028,1.26595,1.24186,0.68642,0.51542,0.58187,0.42531,1.02481,1.13676,1.16926,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
89,88007.5,1.11692,1.25643,1.24084,0.6858,0.51699,0.5822,0.42563,1.02477,1.13697,1.1691,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
90,88974.9,1.11879,1.25388,1.23903,0.68387,0.51991,0.58234,0.4258,1.02449,1.1376,1.16877,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
91,89942.8,1.12007,1.25944,1.24282,0.68503,0.51983,0.58281,0.42613,1.02435,1.13778,1.16849,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
92,90910.4,1.11686,1.2582,1.24036,0.68482,0.5194,0.58292,0.42645,1.02398,1.13811,1.16816,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
93,91878,1.12,1.25055,1.23642,0.68773,0.51879,0.58343,0.42681,1.02359,1.13765,1.16766,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
94,92845.3,1.11596,1.25162,1.23862,0.68863,0.51934,0.58421,0.42742,1.02296,1.13642,1.1672,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
95,93812.2,1.11692,1.24945,1.23699,0.68851,0.51952,0.58444,0.42781,1.02204,1.13553,1.16647,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
96,94780.8,1.11468,1.24786,1.23525,0.69014,0.51864,0.58493,0.42828,1.02161,1.13456,1.16589,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
