epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
96,26293.8,1.07159,1.19259,1.21655,0.69558,0.53907,0.60442,0.44487,0.99398,1.1006,1.15797,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
97,26564.2,1.07833,1.19555,1.21874,0.69469,0.53909,0.60485,0.44521,0.9935,1.09996,1.15747,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
98,26831.8,1.07006,1.19681,1.21924,0.69557,0.53801,0.60522,0.44584,0.99335,1.09924,1.15725,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
99,27101.2,1.07188,1.19116,1.21777,0.69826,0.53773,0.60556,0.44588,0.99279,1.09825,1.15677,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
100,27369.9,1.07079,1.18803,1.21511,0.69998,0.53699,0.60577,0.4463,0.9923,1.09734,1.15623,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
101,27640.5,1.07276,1.18904,1.21539,0.70294,0.53675,0.60637,0.44664,0.99185,1.09585,1.15569,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
102,27911.7,1.07082,1.18662,1.21526,0.70365,0.53778,0.60711,0.44729,0.99137,1.09396,1.15522,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
103,28182.2,1.06782,1.18444,1.21197,0.70442,0.53833,0.6075,0.44775,0.99103,1.09276,1.15475,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
104,28453.8,1.06806,1.18764,1.21386,0.70541,0.53892,0.60825,0.4483,0.9906,1.09154,1.15443,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
105,28724.9,1.07181,1.18871,1.21701,0.70616,0.53845,0.60878,0.44885,0.99045,1.09014,1.1541,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
